Protocol Number | Time (s) | Source Cluster | Destination Cluster | Source IP | Destination IP | Protocol Name | Length (bytes) | Flags (hex)
6 | 1741752999.29 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.29 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.29 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.29 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.29 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.29 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.29 | B | Unknown | 192.168.68.71 | 68.105.28.11 | TCP | 118 | DF
6 | 1741752999.29 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.30 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.30 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.30 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.30 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.30 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.30 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.30 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.30 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.31 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.31 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.31 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.31 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.31 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.31 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.31 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.31 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.31 | B | Unknown | 192.168.68.71 | 68.105.28.11 | TCP | 118 | DF
6 | 1741752999.31 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.31 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.32 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.32 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.32 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.32 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.32 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.32 | B | Unknown | 192.168.68.71 | 68.105.28.11 | TCP | 146 | DF
6 | 1741752999.32 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.32 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.32 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.32 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.33 | B | Unknown | 192.168.68.71 | 68.105.28.11 | TCP | 146 | DF
6 | 1741752999.33 | B | Unknown | 192.168.68.71 | 68.105.28.11 | TCP | 180 | DF
6 | 1741752999.33 | B | Unknown | 192.168.68.71 | 68.105.28.11 | TCP | 213 | DF
6 | 1741752999.33 | B | Unknown | 192.168.68.71 | 68.105.28.11 | TCP | 180 | DF
6 | 1741752999.33 | B | Unknown | 192.168.68.71 | 68.105.28.11 | TCP | 213 | DF
17 | 1741752999.33 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.33 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752999.33 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.34 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
17 | 1741752999.34 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.34 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752999.34 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.34 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1327 | DF
17 | 1741752999.34 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.34 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752999.34 | Unknown | B | 40.69.42.241 | 192.168.68.71 | TCP | 54 | DF
17 | 1741752999.35 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.35 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.35 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.35 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.35 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.35 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.35 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.35 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.35 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.35 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.36 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.36 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.36 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.36 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.36 | B | B | 104.17.153.238 | 192.168.68.71 | UDP | 70 | DF
6 | 1741752999.36 | B | B | 104.17.153.238 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.36 | B | B | 104.17.153.238 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.36 | B | B | 104.17.153.238 | 192.168.68.71 | TCP | 645 | DF
6 | 1741752999.36 | B | Unknown | 192.168.68.71 | 40.69.42.241 | TCP | 54 | DF
6 | 1741752999.36 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.36 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.37 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
17 | 1741752999.37 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752999.37 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
6 | 1741752999.37 | B | B | 192.168.68.71 | 104.17.153.238 | TCP | 54 | DF
17 | 1741752999.37 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752999.37 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752999.37 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752999.37 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752999.37 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752999.37 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752999.37 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
17 | 1741752999.38 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
6 | 1741752999.38 | B | B | 192.168.68.71 | 104.17.153.238 | TCP | 118 | DF
6 | 1741752999.38 | Unknown | B | 68.105.28.11 | 192.168.68.71 | TCP | 54 | DF
6 | 1741752999.38 | Unknown | B | 68.105.28.11 | 192.168.68.71 | TCP | 309 | DF
6 | 1741752999.38 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.38 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.38 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.38 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1281 | DF
6 | 1741752999.38 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.38 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.39 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.39 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.39 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.39 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.39 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.39 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.39 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.39 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.39 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.40 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.40 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.40 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.40 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.40 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.40 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 474 | DF
6 | 1741752999.40 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.40 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.40 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.40 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.41 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.41 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.41 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.41 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.41 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.41 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.41 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.41 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.41 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.41 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.41 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.41 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.41 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.42 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.42 | Unknown | B | 68.105.28.11 | 192.168.68.71 | TCP | 54 | DF
6 | 1741752999.42 | Unknown | B | 68.105.28.11 | 192.168.68.71 | TCP | 54 | DF
6 | 1741752999.42 | Unknown | B | 68.105.28.11 | 192.168.68.71 | TCP | 309 | DF
6 | 1741752999.42 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.42 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.42 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.42 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.42 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.42 | Unknown | B | 68.105.28.11 | 192.168.68.71 | TCP | 309 | DF
6 | 1741752999.42 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.43 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.43 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.43 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.43 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.43 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.43 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.43 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.43 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.43 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.43 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.43 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.44 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.44 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.44 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.44 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.44 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.44 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.44 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.44 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.44 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.44 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.44 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.44 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.45 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.45 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.45 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.45 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.45 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.45 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.45 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.45 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.45 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.45 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.45 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.45 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.46 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.46 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.46 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.46 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.46 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.46 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.46 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.46 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.46 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.46 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.47 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.47 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.47 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.47 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.47 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.47 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.47 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.47 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.47 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.47 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.47 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.48 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.48 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.48 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.48 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.48 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.48 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.48 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.48 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.48 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.49 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.49 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.49 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.49 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.49 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.49 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.49 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.49 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.50 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.50 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.50 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.50 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.50 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.50 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.50 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.50 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.51 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.51 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.51 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
17 | 1741752999.51 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.51 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752999.51 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.51 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
17 | 1741752999.51 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.51 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752999.51 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.52 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
17 | 1741752999.52 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.52 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752999.52 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.52 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
17 | 1741752999.52 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.52 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752999.52 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.52 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
17 | 1741752999.52 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.52 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752999.53 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.53 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
17 | 1741752999.53 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.53 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752999.53 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.53 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
17 | 1741752999.53 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.53 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752999.53 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.54 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
17 | 1741752999.54 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.54 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752999.54 | A | B | 23.56.109.135 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.54 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.54 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
17 | 1741752999.54 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.54 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752999.54 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.55 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1514 | DF
17 | 1741752999.55 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.55 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752999.55 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.55 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1514 | DF
17 | 1741752999.55 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.55 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752999.55 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.55 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1514 | DF
17 | 1741752999.55 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.56 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752999.56 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.56 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.56 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.56 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.56 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.56 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
17 | 1741752999.56 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
6 | 1741752999.56 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
6 | 1741752999.56 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
17 | 1741752999.56 | B | B | 192.168.68.71 | 104.17.152.238 | UDP | 85 | DF
6 | 1741752999.57 | B | A | 192.168.68.71 | 23.56.109.135 | TCP | 54 | DF
17 | 1741752999.57 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.57 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752999.57 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.57 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1514 | DF
17 | 1741752999.57 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.57 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752999.57 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1514 | DF
6 | 1741752999.57 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1514 | DF
17 | 1741752999.58 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
17 | 1741752999.58 | B | B | 104.17.152.238 | 192.168.68.71 | UDP | 1242 | DF
6 | 1741752999.58 | A | B | 20.190.151.7 | 192.168.68.71 | TCP | 1514 | DF
